Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Total Spent,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Reach,Average Frequency,"Cost per 1,000 People Reached",Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Campaign Group End Date,Campaign Group Total Budget
2/22/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,22.34,250,6,2.4%,89.36,3.72,1,0,0,1,3,5,6,2.4%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
2/23/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,23.18,388,6,1.546%,59.74,3.86,2,0,0,1,3,6,6,1.546%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/24/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,21.84,288,9,3.125%,75.83,2.43,2,0,0,0,4,6,9,3.125%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,0,0%,0.0,,
2/25/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,15.36,227,1,0.441%,67.67,15.36,1,0,0,0,0,1,1,0.441%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/26/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,13.7,226,5,2.212%,60.62,2.74,1,0,0,0,2,3,5,2.212%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0%,0.0,,
2/27/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,21.05,262,7,2.672%,80.34,3.01,3,0,0,0,3,6,7,2.672%,2,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
2/28/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,22.86,373,5,1.34%,61.29,4.57,2,0,0,0,2,4,5,1.34%,3,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0%,0.0,,
3/1/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,22.89,341,7,2.053%,67.13,3.27,4,0,0,0,3,7,7,2.053%,2,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
3/2/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,22.57,380,5,1.316%,59.39,4.51,0,0,0,0,5,5,5,1.316%,1,0,0,0,0,0,0,2,0,2,40%,11.29,1,0.04,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0%,0.0,,
3/3/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,21.89,299,11,3.679%,73.21,1.99,4,0,0,1,5,10,11,3.679%,1,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
3/4/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,16.11,204,2,0.98%,78.97,8.06,2,0,0,0,0,2,2,0.98%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
3/5/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,12.63,108,1,0.926%,116.94,12.63,0,0,0,0,1,1,1,0.926%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
3/6/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,20.79,185,3,1.622%,112.38,6.93,1,0,0,0,0,1,3,1.622%,2,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0%,0.0,,
3/7/2023,LogicSource Ad Account,USD,633373253,2023 Services Ads,Paused,2/1/2023,219757113,Do the Math Add - Services,Engagement,Sponsored Update,Paused,CPM,20.0,,2/1/2023,,Do the Math - Services,229481063,Active,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3,DSC,Do the Math - Services,,22.36,326,7,2.147%,68.59,3.19,1,0,0,0,5,6,7,2.147%,0,0,0,0,0,0,0,2,0,2,28.571%,11.18,1,0.04,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0%,0.0,,
